368,138534.056,178112.701,72.374,369,138535.455,178113.034,72.384
375,138529.067,178133.434,72.173,374,138530.466,178133.761,72.175
376,138524.046,178154.349,71.952,377,138525.444,178154.676,71.957
383,138518.708,178176.644,71.724,382,138520.113,178176.977,71.731
384,138514.198,178195.458,71.521,385,138515.596,178195.787,71.519
391,138509.42,178215.381,71.304,390,138510.819,178215.701,71.301
392,138505.252,178232.747,71.129,393,138506.645,178233.087,71.122
399,138501.495,178248.342,70.963,398,138502.886,178248.699,70.963
400,138498.283,178261.679,70.823,401,138499.678,178262.014,70.817
407,138494.653,178276.792,70.66,406,138496.055,178277.101,70.646
408,138490.814,178292.976,70.473,409,138492.213,178293.302,70.443
415,138487.659,178306.534,70.318,414,138489.065,178306.843,70.285
416,138485.015,178318.17,70.205,417,138486.415,178318.488,70.167
423,138482.062,178331.528,70.093,422,138483.465,178331.836,70.041
424,138478.94,178346.259,69.923,425,138480.349,178346.55,69.869
431,138475.934,178361.199,69.739,430,138477.348,178361.476,69.684
432,138473.655,178373.105,69.575,433,138475.068,178373.369,69.52
439,138471.231,178386.32,69.393,438,138472.646,178386.581,69.335
440,138471.102,178387.056,69.384,441,138472.517,178387.314,69.325
447,138468.59,178401.563,69.2,446,138470.008,178401.813,69.143
448,138466.352,178415.248,69.044,449,138467.776,178415.471,68.987
455,138464.399,178427.948,68.889,454,138465.818,178428.172,68.828
456,138462.362,178442.01,68.678,457,138463.786,178442.202,68.618
463,138460.446,178456.194,68.471,462,138461.871,178456.387,68.41
464,138458.778,178469.401,68.292,465,138460.203,178469.579,68.23
471,138457.197,178482.77,68.085,470,138458.625,178482.93,68.033
472,138455.576,178497.638,67.876,473,138457.005,178497.787,67.827
479,138454.175,178511.769,67.687,478,138455.609,178511.902,67.631
480,138452.966,178525.361,67.508,481,138454.398,178525.476,67.456
487,138451.882,178539.155,67.339,486,138453.312,178539.279,67.285
488,138450.917,178553.271,67.17,489,138452.35,178553.354,67.114
495,138450.075,178567.775,66.994,494,138451.512,178567.845,66.937
496,138449.397,178581.972,66.825,497,138450.833,178582.049,66.769
503,138448.876,178595.881,66.661,502,138450.31,178595.937,66.605
504,138448.495,178609.545,66.507,505,138449.93,178609.573,66.45
511,138448.227,178624.051,66.343,510,138449.666,178624.065,66.288
512,138448.105,178638.269,66.174,513,138449.545,178638.273,66.117
519,138448.116,178651.624,66.016,518,138449.554,178651.632,65.951
520,138448.248,178665.638,65.851,521,138449.685,178665.613,65.787
524,138448.259,178666.246,65.841,525,138449.697,178666.238,65.779
531,138448.545,178681.188,65.672,530,138449.984,178681.166,65.611
532,138448.944,178695.254,65.497,533,138450.38,178695.196,65.439
539,138449.428,178708.368,65.331,538,138450.866,178708.302,65.272
540,138450.037,178721.571,65.139,541,138451.474,178721.49,65.086
547,138451.016,178738.961,64.94,546,138452.454,178738.87,64.884
548,138452.226,178756.795,64.722,549,138453.659,178756.673,64.668
555,138453.831,178776.77,64.459,554,138455.264,178776.655,64.408
556,138455.163,178791.233,64.274,557,138456.594,178791.121,64.22
563,138456.766,178806.87,64.06,562,138458.195,178806.709,64.003
564,138458.318,178820.625,63.872,565,138459.744,178820.455,63.813
571,138459.897,178833.579,63.687,570,138461.326,178833.403,63.63
572,138461.75,178847.706,63.483,573,138463.174,178847.525,63.428
579,138463.869,178862.736,63.241,578,138465.291,178862.512,63.187
580,138465.92,178876.318,63.042,581,138467.339,178876.096,62.985
587,138467.957,178889.14,62.835,586,138469.375,178888.899,62.781
588,138861.355,179699.27,53.788,589,138862.593,179698.516,53.795
595,138848.507,179681.828,53.861,594,138849.666,179680.978,53.863
596,138836.137,179665.024,53.906,597,138837.297,179664.177,53.91
603,138824.005,179648.539,53.927,602,138825.158,179647.684,53.94
604,138811.417,179631.431,53.977,605,138812.577,179630.581,53.976
611,138799,179614.555,53.999,610,138800.159,179613.699,54.005
612,138786.605,179597.706,54.02,613,138787.759,179596.848,54.021
619,138774.271,179580.928,54.037,618,138775.431,179580.082,54.037
620,138764.764,179567.99,54.051,621,138765.926,179567.151,54.051
624,138764.158,179567.164,54.051,625,138765.314,179566.313,54.05
631,138753.49,179552.627,54.081,630,138754.641,179551.765,54.07
632,138744.966,179540.962,54.108,633,138746.121,179540.101,54.088
639,138736.521,179529.306,54.143,638,138737.684,179528.457,54.111
640,138729.204,179519.118,54.173,641,138730.375,179518.277,54.133
647,138720.663,179507.06,54.215,646,138721.837,179506.228,54.163
648,138712.502,179495.355,54.245,649,138713.686,179494.535,54.192
655,138705.269,179484.775,54.267,654,138706.458,179483.957,54.214
656,138699.15,179475.622,54.331,657,138700.327,179474.812,54.273
663,138689.369,179460.755,54.446,662,138690.576,179459.971,54.393
664,138682.108,179449.453,54.558,665,138683.324,179448.685,54.499
671,138674.968,179438.135,54.678,670,138676.187,179437.367,54.62
672,138668.096,179427.027,54.795,673,138669.32,179426.269,54.736
679,138659.599,179412.987,54.941,678,138660.845,179412.273,54.883
680,138653.138,179402.087,55.055,681,138654.38,179401.356,55
687,138646.487,179390.634,55.182,686,138647.735,179389.916,55.123
688,138639.921,179379.09,55.309,689,138641.173,179378.381,55.251
695,138631.777,179364.432,55.479,694,138633.037,179363.74,55.421
696,138625.303,179352.507,55.623,697,138626.579,179351.843,55.566
703,138618.693,179340.062,55.778,702,138619.967,179339.395,55.721
704,138612.429,179328.01,55.932,705,138613.704,179327.343,55.874
711,138605.672,179314.702,56.104,710,138606.962,179314.063,56.046
712,138599.538,179302.33,56.266,713,138600.837,179301.711,56.209
716,138599.177,179301.581,56.275,717,138600.473,179300.95,56.219
723,138593.364,179289.564,56.437,722,138594.662,179288.938,56.377
724,138587.979,179278.177,56.588,725,138589.287,179277.586,56.529
731,138581.442,179264.034,56.772,730,138582.753,179263.439,56.717
732,138575.783,179251.464,56.947,733,138577.1,179250.879,56.89
739,138569.944,179238.155,57.136,738,138571.268,179237.599,57.081
740,138564.404,179225.222,57.328,741,138565.73,179224.66,57.272
747,138559.155,179212.631,57.52,746,138560.486,179212.098,57.465
748,138553.877,179199.649,57.726,749,138555.213,179199.115,57.672
755,138548.56,179186.151,57.943,754,138549.898,179185.618,57.894
756,138543.863,179173.839,58.154,757,138545.216,179173.353,58.1
763,138538.825,179160.237,58.386,762,138540.177,179159.744,58.331
764,138533.985,179146.722,58.623,765,138535.335,179146.227,58.567
771,138529.29,179133.205,58.861,770,138530.653,179132.75,58.805
772,138524.771,179119.802,59.09,773,138526.133,179119.338,59.034
779,138520.592,179107.005,59.311,778,138521.959,179106.564,59.253
780,138516.249,179093.306,59.539,781,138517.618,179092.871,59.48
787,138512.565,179081.308,59.733,786,138513.94,179080.889,59.674
788,138468.075,178889.873,62.824,789,138469.492,178889.63,62.77
795,138470.495,178904.265,62.584,794,138471.912,178904.017,62.532
796,138472.815,178917.324,62.347,797,138474.231,178917.067,62.298
803,138475.27,178930.366,62.135,802,138476.681,178930.096,62.077
804,138477.984,178944.203,61.893,805,138479.396,178943.917,61.838
811,138479.866,178953.387,61.751,810,138481.275,178953.098,61.698
812,138480.879,178958.211,61.685,813,138482.279,178957.893,61.632
819,138481.879,178962.886,61.624,818,138483.283,178962.594,61.568
820,138482.911,178967.635,61.557,821,138484.312,178967.314,61.502
827,138483.965,178972.356,61.484,826,138485.369,178972.048,61.423
828,138485.039,178977.1,61.41,829,138486.436,178976.769,61.353
835,138487.513,178987.859,61.261,834,138488.914,178987.552,61.205
836,138490.113,178998.829,61.099,837,138491.515,178998.506,61.042
843,138493.691,179013.315,60.873,842,138495.084,179012.965,60.818
844,138497.23,179027.069,60.655,845,138498.619,179026.702,60.6
851,138500.887,179040.699,60.426,850,138502.266,179040.298,60.367
852,138504.36,179053.219,60.209,853,138505.745,179052.827,60.153
859,138508.445,179067.422,59.967,858,138509.821,179067.006,59.91
860,138512.311,179080.419,59.748,861,138513.685,179079.996,59.689
